Title,Link,Description,Type,Download,Card,File_name
Operaciones con tarjetas procesadas por las cámaras de compensación,https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?accion=consultarCuadro&idCuadro=CF873&locale=es,Operaciones con tarjetas procesadas por las cámaras de compensación. Operaciones con tarjetas operadas por las cámaras de compensación. A...Número...Monto (millones de pesos)...C...D...F...I...J...K...L...O...P...Q...R...S...T...V...W...X...Z...AA...AC...AF...AH...AI...AL...AO...AR...AW...AX...AY...AZ...BA...BB...BC...BD...BE...BF...BG...BH...BI...BJ...BK...BL...BM...BN...BO...BP...B......,SIE,0,No Aplica,
Operaciones en TPV,https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?accion=consultarCuadro&idCuadro=CF268&locale=es,Operaciones en TPV. Operaciones en terminales TPVs. Operaciones en TPV Mismo banco con tarjetas de débito...Número de operaciones...Importe (millones de pesos)...Mismo banco con tarjetas de crédito 2/...Total de operaciones interbancarias...Interbancarias con tarjetas de débito 2/...Interbancarias......,SIE,0,No Aplica,
Programa de Trabajo 2019-2020,https://www.banxico.org.mx/publicaciones-y-prensa/programa-de-trabajo-institucional/%7BEF04F598-6864-B950-7F0A-6D4679527392%7D.pdf,Programa de Trabajo 2019-2020. Programa de Trabajo 2019-2020 . 1 ...PROGRAMA DE TRABAJO 2019-2020 Actividades desarrolladas Actividades desarrolladas 2. ESTABILIDAD DEL PODER ADQUISITIVO...Se describen las acciones de política monetaria tomadas por la Junta de...Gobierno para el logro del objetivo......,pdf,0,No Aplica,
Programa de Trabajo 2020-2021,https://www.banxico.org.mx/publicaciones-y-prensa/programa-de-trabajo-institucional/%7B0314B00B-726D-E945-EAB9-026BEFDF52F0%7D.pdf,Programa de Trabajo 2020-2021. Programa de Trabajo 2020-2021 . 1 ...PROGRAMA DE TRABAJO 2020-2021 ...2 ...PROGRAMA DE TRABAJO 2020-2021 ...3 ...PROGRAMA DE TRABAJO 2020-2021 Planeación estratégica institucional D. Ciberseguridad en el sistema financiero...E. Supervisión de los intermediarios finan......,pdf,0,No Aplica,
Programa de Trabajo 2021-2022,https://www.banxico.org.mx/publicaciones-y-prensa/programa-de-trabajo-institucional/%7BC62AD139-FF2F-D351-4450-74F06DD33D1B%7D.pdf,Programa de Trabajo 2021-2022. Programa de Trabajo 2021-2022. 1 ...PROGRAMA DE TRABAJO 2021-2022 ...2 ...PROGRAMA DE TRABAJO 2021-2022 ...3 ...PROGRAMA DE TRABAJO 2021-2022 1. PROVISIÓN DE MONEDA 77......78......82......85 C. Capital humano 1. PROVISIÓN DE MONEDA...,pdf,0,No Aplica,
Programa de Trabajo 2022-2023,https://www.banxico.org.mx/publicaciones-y-prensa/programa-de-trabajo-institucional/%7B1D21F900-4A25-4EED-D141-076DD1CA2A4F%7D.pdf,Programa de Trabajo 2022-2023. Programa de Trabajo 2022-2023. 1 ...PROGRAMA DE TRABAJO 2022-2023 ...2 ...PROGRAMA DE TRABAJO 2022-2023 ...3 ...PROGRAMA DE TRABAJO 2022-2023 B....C....D....E....F....G. Ciberseguridad del sistema financiero...Supervisión de los intermediarios financieros y sanciones...impuestas 6. ......,pdf,0,No Aplica,
Programa de Trabajo Institucional 2016-2017,https://www.banxico.org.mx/publicaciones-y-prensa/programa-de-trabajo-institucional/%7B24CCDE0E-2564-1C7A-4ADF-92B18E62E73A%7D.pdf,Programa de Trabajo Institucional 2016-2017. Programa de Trabajo Institucional 2016-2017. Programa de Trabajo Institucional PASCUAL RAMÓN ODOGHERTY MADRAZO (Dirección General de Estabilidad Financiera) Principales avances y logros en 2016 ..............................................................,pdf,0,No Aplica,
Programa de Trabajo Institucional 2017-2018,https://www.banxico.org.mx/publicaciones-y-prensa/programa-de-trabajo-institucional/%7BC2492FE2-D491-DE1A-C814-8F02A24D12B8%7D.pdf,Programa de Trabajo Institucional 2017-2018. Programa de Trabajo Institucional 2017-2018. san Contenido......INTRODUCCIÓN ........................................................................................................................ 1 Principales avances y......,pdf,0,No Aplica,
Reporte de estabilidad financiera junio 2020,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7BA66FA96C-EC89-D558-3342-F303E53042D5%7D.pdf,Reporte de estabilidad financiera junio 2020. Reporte de estabilidad financiera junio 2020 . q cifras son de carácter preliminar y se encuentran sujetas a revisiones. II.3.3. Mercado de renta variable ................................................................................................,pdf,0,No Aplica,
Reporte sobre el sistema financiero 2006,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7B31B9B7AD-D249-25B6-10EF-ED0BD3A8D284%7D.pdf,Reporte sobre el sistema financiero 2006. Informe de las actividades del Banco de México en relación a las funciones respecto sistema financiero y el sistema de pagos del año 2006. Diagnóstico de la Banca Múltiple. Reporte sobre el...Sistema Financiero TU2.1.UT TUEntorno int......,pdf,0,No Aplica,
Reporte sobre el sistema financiero 2006  resumen,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7B6FC103C4-C1E4-1697-7BAF-F4D19E267A73%7D.pdf,"Reporte sobre el sistema financiero 2006, resumen. Reporte sobre el sistema financiero 2006, resumen. 1. 1 2. Entorno Internacional y Nacional muestran cambios recientes con respecto a lo observado en los últimos diez...años. Actualmente, la economía mexicana es menos dependiente de lo......",pdf,0,No Aplica,
Reporte sobre el sistema financiero 2007,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7B21F0A8B2-1A91-0C97-4E73-6CB509497D0C%7D.pdf,Reporte sobre el sistema financiero 2007. Informe de las actividades del Banco de México en relación a las funciones respecto sistema financiero y el sistema de pagos del año 2007. DiagnÃ³stico de la Banca MÃºltiple. Reporte sobre el...Sistema Financiero están sujetas a revisiones. Las cifr......,pdf,0,No Aplica,
Reporte sobre el sistema financiero 2007  presentación ejecutiva,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7BAA077899-4BB5-4967-26BB-C20D8BB94616%7D.pdf,"Reporte sobre el sistema financiero 2007, presentación ejecutiva. Reporte sobre el sistema financiero 2007, presentación ejecutiva. Diapositiva 1. Reporte sobre el Sistema 2007 2008 10......12 ......E A J O E A Países Emergentes Por ciento)...",pdf,0,No Aplica,
Reporte sobre el sistema financiero 2007  resumen,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7B0FABEE1B-4626-022C-B528-51D98684478B%7D.pdf,"Reporte sobre el sistema financiero 2007, resumen. Reporte sobre el sistema financiero 2007, resumen. 1. Resumen...Reporte sobre el...Sistema Financiero 2. Entorno Internacional y Nacional A partir de agosto de 2007, la liquidez en los mercados interbancarios resultaron similares a los que ......",pdf,0,No Aplica,
Reporte sobre el sistema financiero a junio de 2009,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7B5EB4498E-A581-4B8E-8A64-59559B6113FA%7D.pdf,Reporte sobre el sistema financiero a junio de 2009. Reporte sobre el sistema financiero a junio de 2009. Reporte sobre el Sistema Financiero. Reporte sobre el...Sistema Financiero 2.1. Origen ..................................................................................................... ......,pdf,0,No Aplica,
Reporte sobre el sistema financiero a junio de 2010,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-el-sistema-financiero/%7B4CE89FBE-08CA-93FE-6613-9660DF57F5F9%7D.pdf,Reporte sobre el sistema financiero a junio de 2010. Texto completo del Reporte sobre el sistema financiero a junio de 2010. Reporte sobre el...Sistema Financiero CONTENIDO......Reporte sobre el Sistema Financiero 4.5. Aseguradoras............................................................................,pdf,0,No Aplica,
Reporte sobre las condiciones de competencia en el otorgamiento de crédito a las pequeñas y medianas empresas (PYME) abril 2015,https://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-las-condiciones-de-competencia-en-l/%7B1C74E16B-F3D9-DBA7-6E7E-80C130C76599%7D.pdf,Reporte sobre las condiciones de competencia en el otorgamiento de crédito a las pequeñas y medianas empresas (PYME) abril 2015. Reporte sobre las condiciones de competencia en el otorgamiento de crédito a las pequeñas y medianas empresas (PYME) abril 2015. Versión 0.1 del reporte de compete......,pdf,0,No Aplica,
Resolución,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/reglas-conjuntas-redes-de-medios-de-disposicion/%7BF80E80AC-1245-0230-A274-3136FBC5DA9A%7D.pdf,Resolución. Resolución . Jueves 2 de abril de 2015 DIARIO OFICIAL (Primera Sección) 23 Que en atención a lo antes señalado y a que la red de pagos con tarjeta es la que se encuentra...identificada y todos sus participantes resultan relevantes para el funci......,pdf,0,No Aplica,
TPV por entidad federativa,https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?accion=consultarCuadro&idCuadro=CF272&locale=es,TPV por entidad federativa. Número de terminales por entidad federativa. TPV por entidad TPV por entidad federativa Baja California Sur...Campeche...Coahuila...Colima...Chiapas...Chihuahua...Durango...Guanajuato...Guerrero...Hidalgo...Jalisco...Estado de México...Michoacán...Morelos...Nayarit...Nuevo León...Oaxaca...Puebla.........,SIE,0,No Aplica,
Tasas de descuento y cuotas de intercambio en el pago de tarjetas bancarias en México,https://www.banxico.org.mx/sistemas-de-pago/d/%7B095E0AD4-C735-4226-794B-B94E1A14DE72%7D.pdf,Tasas de descuento y cuotas de intercambio en el pago de tarjetas bancarias en México. Tasas de descuento y cuotas de intercambio en el pago de tarjetas bancarias en México. Banco de México El incremento en la importancia de los pagos con tarjeta se atribuye al aumento en el...número de tarjeta......,pdf,0,No Aplica,
Texto compilado Circular 4/2014,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/circular-4-2014/%7BACFFA66B-A970-23AD-1A29-C2387897381C%7D.pdf,"Texto compilado Circular 4/2014. Texto compilado Circular 4/2014. REGLAS CAMARAS TARJETAS. GDSF. TEXTO COMPILADO de la Circular 4/2014 publicada en el Diario Oficial de la Federación el 11 de marzo recibir las Autorizaciones de Pago, Rechazos de Pago, devoluciones intercambio de obligaciones ent......",pdf,0,No Aplica,
Texto compilado Reglas conjuntas Banco de México-CNBV,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/reglas-conjuntas-redes-de-medios-de-disposicion/%7B794002B6-5DA6-BEBA-08AD-F210963C1E11%7D.pdf,Texto compilado Reglas conjuntas Banco de México-CNBV. Texto compilado Reglas conjuntas Banco de México-CNBV. 1 Autoridades: a la Comisión Nacional Bancaria y de Valores y al Banco de Cuota de Intercambio Máxima: a la Cuota de Intercambio más alta para Pagos con Tarj......,pdf,0,No Aplica,
Texto original Circular 4/2014,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/circular-4-2014/%7B8A56B52E-C234-0B73-0FA7-1574FED7FCCA%7D.pdf,Texto original Circular 4/2014. Texto original Circular 4/2014 . BANCO DE MEXICO. (Primera Sección) DIARIO OFICIAL Martes 11 de marzo de 2014 empaquetamiento forzoso de productos o los descuentos en función de características individuales de procesamiento y ......,pdf,0,No Aplica,
Texto original Reglas conjuntas Banco de México-CNBV,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/reglas-conjuntas-redes-de-medios-de-disposicion/%7BE8283761-FBE3-542E-14A8-3C7EDFFD7BEE%7D.pdf,Texto original Reglas conjuntas Banco de México-CNBV. Texto original Reglas conjuntas Banco de México-CNBV . Martes 11 de marzo de 2014 DIARIO OFICIAL (Primera Sección) 2 Adquirente: al Participante en Redes que de conformidad con el co......,pdf,0,No Aplica,
estadísticas de sistemas de pago de bajo valor,https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?sector=21&accion=consultarDirectorioCuadros&locale=es,"estadísticas de sistemas de pago de bajo valor. estadísticas de sistemas de pago de bajo valor. Directorio de cuadros y estructuras de información (SIE, Banco de México). Ir al contenido principal | Declaración de accesibilidad Mostrar metadatos de la estructura Monto operado a través de t......",html,0,No Aplica,
