Title,Link,Description,Type,Download,Card,File_name
Transporte aéreo,https://www.banxico.org.mx/servicios/tasas-de-descuento-para-tarjetas-de-debito-por-gir/%7B0D3E37F8-1254-E3E1-0618-2ED6FE5CC9A8%7D.pdf,Transporte aéreo. Transporte aéreo. Tasas de descuento por giro de negocio. Tasas de descuento por giro de negocio Intercam Banco 1.20% 1.20% 1.20% - 1.20% Afirme 1.85% 1.30% 2.30% 0.24% 1.80% Azteca 2.48% 2.40% 2.50% 0.05% 2.50% Pago Fácil (11) 3.......,pdf,1,Debito,Descuento Debito Transporte aéreo.pdf
Ventas al detalle (Retail),https://www.banxico.org.mx/servicios/tasas-de-descuento-para-tarjetas-de-credito-por-gi/%7BD575E958-882F-0E56-1C88-43E617867602%7D.pdf,Ventas al detalle (Retail). Ventas al detalle (Retail). Tasas de descuento por giro de negocio. Tasas de descuento por giro de negocio Banorte 2.22% 1.53% 2.98% 0.34% 2.13% Autofin 2.41% 1.53% 3.14% 0.31% 2.10% EMS (12) 3.00% 1.60% 3.95% 0.72% 3.95% 1 .........,pdf,1,Credito,Descuento Credito Ventas al detalle (Retail).pdf
Ventas al detalle (Retail),https://www.banxico.org.mx/servicios/tasas-de-descuento-para-tarjetas-de-debito-por-gir/%7B757C7ACA-22D4-82C4-F5C0-0D3376DD147D%7D.pdf,Ventas al detalle (Retail). Ventas al detalle (Retail). Tasas de descuento por giro de negocio. Tasas de descuento por giro de negocio Mifel 1.85% 1.15% 2.50% 0.46% 2.50% Azteca 2.26% 1.15% 2.40% 0.31% 2.40% Xaldo (12) 2.90% 2.90% 2.90% - 2.90% 1 .........S......,pdf,1,Debito,Descuento Debito Ventas al detalle (Retail).pdf
 Operaciones en TPV de Comercio Electrónico,https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?accion=consultarCuadro&idCuadro=CF621&locale=es, Operaciones en TPV de Comercio Electrónico. Operaciones en TPV de Comercio Electrónico. Operaciones con tarjetas en sitios de Comercio Electrónico 6/  Operaciones en TPV de Comercio Electrónico Autorizaciones crédito...Número...Monto (millones de pesos)...Autorizaciones débito...Porcentajes......,SIE,0,No Aplica,
'Análisis y perspectivas económicas de México'  Gerardo Esquivel  Subgobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BC7F2CBF7-F5A9-3540-6396-54CB3501A8B9%7D.pdf,"'Análisis y perspectivas económicas de México', Gerardo Esquivel, Subgobernador del Banco de México. 'Análisis y perspectivas económicas de México', Gerardo Esquivel, Subgobernador del Banco de México . Presentación de PowerPoint. Análisis y Perspectivas Económicas de México Activid......",pdf,0,No Aplica,
'CoDi®: la nueva forma de pagar en México'  Alejandro Díaz de León  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B14FFD5A2-34AA-5FB1-9708-CC8A4A4D770B%7D.pdf,"'CoDi®: la nueva forma de pagar en México', Alejandro Díaz de León, Gobernador de Banco de México. 'CoDi®: la nueva forma de pagar en México', Alejandro Díaz de León, Gobernador de Banco de México . Presentación de PowerPoint. CoDi®: La Nueva Forma de Pagar en México...Alejandro Día......",pdf,0,No Aplica,
'Comparecencia ante el Senado de la República 2020'  Alejandro Díaz de León  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BA2C86035-98A1-40BC-A929-5209B7A869C9%7D.pdf,"'Comparecencia ante el Senado de la República 2020', Alejandro Díaz de León, Gobernador de Banco de México. 'Comparecencia ante el Senado de la República 2020', Alejandro Díaz de León, Gobernador de Banco de México. 2020. Gobernador 2.1.3. Tendencias de la Inflación en el Exterior ...........",pdf,0,No Aplica,
'Comparecencia ante el Senado de la República'  Agustín Carstens  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B5144557E-19AB-508F-8244-ED32A553D9C9%7D.pdf,"'Comparecencia ante el Senado de la República', Agustín Carstens, Gobernador de Banco de México. 'Comparecencia ante el Senado de la República', Agustín Carstens, Gobernador de Banco de México . Presentación de PowerPoint. Comparecencia ante el Senado de la República...Dr. Agustín Carste......",pdf,0,No Aplica,
'Comparecencia ante el Senado de la República'  Agustín Carstens  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BA9EACA6E-808F-7953-A1E1-BA4CFBAD7766%7D.pdf,"'Comparecencia ante el Senado de la República', Agustín Carstens, Gobernador de Banco de México. 'Comparecencia ante el Senado de la República', Agustín Carstens, Gobernador de Banco de México. Presentación de PowerPoint. Comparecencia ante el Senado de la República 4.5......5.0......2007 Expect......",pdf,0,No Aplica,
'Comparecencia ante el Senado de la República'  Alejandro Díaz de León  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BAAD19EC9-1E7D-4707-B9D4-09649CC887FC%7D.pdf,"'Comparecencia ante el Senado de la República', Alejandro Díaz de León, Gobernador de Banco de México. 'Comparecencia ante el Senado de la República', Alejandro Díaz de León, Gobernador de Banco de México . Presentación de PowerPoint. Comparecencia ante el Senado de la República 2.0............",pdf,0,No Aplica,
'Comparecencia ante el Senado de la República'  Alejandro Díaz de León  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B918EB13E-F806-7CC5-66C8-8DB3891586D8%7D.pdf,"'Comparecencia ante el Senado de la República', Alejandro Díaz de León, Gobernador de Banco de México. 'Comparecencia ante el Senado de la República', Alejandro Díaz de León, Gobernador de Banco de México. Presentación de PowerPoint. Comparecencia ante el Senado de la República 4 ......",pdf,0,No Aplica,
'Comparecencia ante el Senado de la República'  Alejandro Díaz de León  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BE010D811-E981-D67E-79D2-A3EEA92A19B4%7D.pdf,"'Comparecencia ante el Senado de la República', Alejandro Díaz de León, Gobernador de Banco de México. 'Comparecencia ante el Senado de la República', Alejandro Díaz de León, Gobernador de Banco de México . Presentación de PowerPoint. Comparecencia ante el Senado de la República monet......",pdf,0,No Aplica,
'Comparecencia del Dr. Guillermo Ortiz. Comisión de Hacienda y Crédito público  Senado de la República'  Guillermo Ortiz  Gobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BDA880614-CF4E-4257-8E30-66026DCDC91C%7D.pdf,"'Comparecencia del Dr. Guillermo Ortiz. Comisión de Hacienda y Crédito público, Senado de la República', Guillermo Ortiz, Gobernador del Banco de México. 'Comparecencia del Dr. Guillermo Ortiz. Comisión de Hacienda y Crédito público, Senado de la República', Guillermo Ortiz, Gobernador d......",pdf,0,No Aplica,
'Evolución y perspectivas de la economía mexicana'  Guillermo Ortiz  Gobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B753A7984-652B-CE81-BB9D-6C13E4ED158E%7D.pdf,"'Evolución y perspectivas de la economía mexicana', Guillermo Ortiz, Gobernador del Banco de México. 'Evolución y perspectivas de la economía mexicana', Guillermo Ortiz, Gobernador del Banco de México. Microsoft PowerPoint - GOM Evolución y Perspectivas Senado FINAL.ppt. Abril 23, 2008 UBS......",pdf,0,No Aplica,
'Evolución y perspectivas de la economía y del sistema financiero'  Guillermo Ortiz  Gobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B7F3FAA16-6022-F63D-15D3-CB3E70CBF093%7D.pdf,"'Evolución y perspectivas de la economía y del sistema financiero', Guillermo Ortiz, Gobernador del Banco de México. 'Evolución y perspectivas de la economía y del sistema financiero', Guillermo Ortiz, Gobernador del Banco de México. Microsoft PowerPoint - Presentación Senado 13 Marzo 08.p......",pdf,0,No Aplica,
'Impactos económicos de la pandemia en México'  Gerardo Esquivel  Subgobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BE21D20DD-1715-4F1F-B02D-A72EA838D447%7D.pdf,"'Impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México. 'Impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México. Presentación de PowerPoint. Impactos Económicos de la Pandemia en México Estado: En pr......",pdf,0,No Aplica,
'Impactos económicos de la pandemia en México'  Gerardo Esquivel  Subgobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BE2E85600-F992-FFD8-F566-0F03DCEB38E7%7D.pdf,"'Impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México. 'Impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México. Presentación de PowerPoint. Impactos Económicos de la Pandemia en México Exportaciones......",pdf,0,No Aplica,
'Impactos económicos de la pandemia en México'  Gerardo Esquivel  Subgobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B9A512D60-D4F4-B506-47BB-9A600AC8280D%7D.pdf,"'Impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México. 'Impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México . Presentación de PowerPoint. Impactos Económicos de la Pandemia en México Impactos E......",pdf,0,No Aplica,
'Inauguración del segundo Foro Internacional de Inclusión Financiera'  Agustín Carstens  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/discursos/%7BEE7446E3-C063-BEB1-D0C9-77875FD0E8AF%7D.pdf,"'Inauguración del segundo Foro Internacional de Inclusión Financiera', Agustín Carstens, Gobernador de Banco de México. 'Inauguración del segundo Foro Internacional de Inclusión Financiera', Agustín Carstens, Gobernador de Banco de México. Palabras del Gobernador del Banco de México, Agu......",pdf,0,No Aplica,
'La economía mexicana'  Agustín Carstens  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B404BF90B-D171-A909-1E5A-A98BBE8F2FD3%7D.pdf,"'La economía mexicana', Agustín Carstens, Gobernador de Banco de México. 'La economía mexicana', Agustín Carstens, Gobernador de Banco de México. Diapositiva 1. La Economía Mexicana sep-11 ......may-12 140......150......160 5.3 ......3.9 3.9 3.0-4.0 110......112......114...",pdf,0,No Aplica,
'La economía mexicana'  Agustín Carstens  Gobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7BDB75D47B-467A-6DDF-48CB-9D776B22B5ED%7D.pdf,"'La economía mexicana', Agustín Carstens, Gobernador del Banco de México. 'La economía mexicana', Agustín Carstens, Gobernador del Banco de México. Diapositiva 1. La Economía Mexicana...Comparecencia ante el Senado de la República...Dr. Agustín Carstens Fuente: Fiscal Monitor (FMI). ......",pdf,0,No Aplica,
'Los impactos económicos de la pandemia en México'  Gerardo Esquivel  Subgobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/articulos-y-otras-publicaciones/%7BD442A596-6F43-D1B5-6686-64A2CF2F371B%7D.pdf,"'Los impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México. 'Los impactos económicos de la pandemia en México', Gerardo Esquivel, Subgobernador del Banco de México . - 1 - económica, el consumo, el empleo y l......",pdf,0,No Aplica,
'Niveles y patrones de consumo en la era del COVID-19'  Gerardo Esquivel  Subgobernador del Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/articulos-y-otras-publicaciones/%7BCD8C970F-A6B7-E419-51DA-92415EB93CFF%7D.pdf,"'Niveles y patrones de consumo en la era del COVID-19', Gerardo Esquivel, Subgobernador del Banco de México. 'Niveles y patrones de consumo en la era del COVID-19', Gerardo Esquivel, Subgobernador del Banco de México . 1 Figura 1. Proporción del gasto total en cada giro económico 18% ......Turi......",pdf,0,No Aplica,
'Primeros resultados de la regulación sobre pagos con tarjetas'  Agustín Carstens  Gobernador de Banco de México,https://www.banxico.org.mx/publicaciones-y-prensa/presentaciones/%7B87F87B5E-3E18-5D70-C730-5964BA7CE7D0%7D.pdf,"'Primeros resultados de la regulación sobre pagos con tarjetas', Agustín Carstens, Gobernador de Banco de México. 'Primeros resultados de la regulación sobre pagos con tarjetas', Agustín Carstens, Gobernador de Banco de México . Presentación de PowerPoint. Primeros resultados de la regul......",pdf,0,No Aplica,
2011-09 Regulación de comisiones de cajero en un modelo de competencia espacial,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/%7B19E41EEE-A261-023E-3F31-E8A61219BBE4%7D.pdf,"2011-09 Regulación de comisiones de cajero en un modelo de competencia espacial. Usando el modelo de competencia espacial à la Hotelling desarrollado por Massoud y Bernhardt (2002) para analizar la competencia en comisiones de cajero, en este documento analizamos los efectos de prohibir el cobr......",pdf,0,No Aplica,
Aceptación de tarjetas  comisiones  Banco de México,https://www.banxico.org.mx/portales-de-usuarios/servicios-financieros-y-comisiones/aceptacion-tarjetas-comisio.html,"Aceptación de tarjetas, comisiones, Banco de México. Información sobre las comisiones comunes en aceptación de pagos con tarjeta. Aceptacin de tarjetas, comisiones, Banco de Mxico. Su navegador no soporta o tiene Javascript deshabilitado. Comisiones comunes en aceptación de pagos con tarjet......",html,0,No Aplica,
CATAR-EconLab_ficha,https://www.banxico.org.mx/apps/econlab/fichas/espanol/%7B9FB22B42-9C5D-49AA-1C5D-B178EC841A7C%7D.pdf,CATAR-EconLab_ficha. Ficha de datos en español de CATAR . _____________________________________________________________________________________________ Variables reportadas Variables calculadas Cuestiones diversas. Los investigadores que trabajan...con estos datos han notado algunos problemas qu......,pdf,0,No Aplica,
CCM-EconLab_ficha,https://www.banxico.org.mx/apps/econlab/fichas/espanol/%7BD278B7E6-FA98-C63D-1517-37F2C386E82A%7D.pdf,CCM-EconLab_ficha. Ficha de datos en español de CCM . _______________________________________________________________________________________ Beneficiario (S): Información sobre la persona liquidados (pagados) y préstamos que hayan...sufrido cambios significativos en sus...condiciones in......,pdf,0,No Aplica,
CEM-EconLab_ficha,https://www.banxico.org.mx/apps/econlab/fichas/espanol/%7BC1D19D3C-F355-9D04-BF33-59CA045E9B24%7D.pdf,CEM-EconLab_ficha. Ficha de datos en español de CEM . ____________________________________________________________________________________________ Variables......La base de datos tiene más de 150 variables que se...pueden agrupar en las siguientes categorías principales....Es importante mencionar qu......,pdf,0,No Aplica,
CHM-EconLab_ficha,https://www.banxico.org.mx/apps/econlab/fichas/espanol/%7B932C6AB2-C3CD-631D-24E7-537BE1E3CA58%7D.pdf,CHM-EconLab_ficha. Ficha de datos en español de CHM . ____________________________________________________________________________________________ El conjunto de datos de créditos para vivienda incluye...todas las hipotecas otorgadas en México por...instituciones financieras (bancos comerciales......,pdf,0,No Aplica,
Catálogo de categorías de comisiones versión 1.0,https://www.banxico.org.mx/sistema-financiero/catalogo-de-categorias-de-comisiones/%7BC1B260A7-FCC5-251D-1C94-D3082B9BE041%7D.pdf,Catálogo de categorías de comisiones versión 1.0. Catálogo de categorías de comisiones versión 1.0 . Publicada-Uso General Beneficios......Comprobante Información que ha sido publicada por el Banco de México Tarjeta adicional Giro de alto rie......,pdf,0,No Aplica,
Catálogo de categorías de comisiones versión 1.1,https://www.banxico.org.mx/sistema-financiero/catalogo-de-categorias-de-comisiones/%7B7D540B2C-4791-4CAB-EA9D-8039A85E17F3%7D.pdf,Catálogo de categorías de comisiones versión 1.1. Catálogo de categorías de comisiones versión 1.1. Publicada-Uso General Información que ha sido publicada por el Banco de México Implementación Fotografía Devolución de cheque...,pdf,0,No Aplica,
Comunicado Consejo Nacional de Inclusión Financiera (CONAIF),https://www.banxico.org.mx/publicaciones-y-prensa/miscelaneos/%7BC3632240-F370-2579-15F6-FFC9750E63B9%7D.pdf,Comunicado Consejo Nacional de Inclusión Financiera (CONAIF). Comunicado Consejo Nacional de Inclusión Financiera (CONAIF). 1/2 Nacional de Inclusión Financiera 2015; la evolución de las redes de medios de...disposición; y se analizaron las directrices para la formulación de la Política......,pdf,0,No Aplica,
Glosario del catálogo de categorías de comisiones 1.0,https://www.banxico.org.mx/sistema-financiero/glosario-del-catalogo-de-categorias-de-comisiones/%7BA6DA1495-66FB-D433-D929-73B5640D2CB2%7D.pdf,Glosario del catálogo de categorías de comisiones 1.0. Glosario del catálogo de categorías de comisiones 1.0. Publicada-Uso General Servicio para acceder parcial o totalmente al crédito o línea de...crédito previamente autorizado. Retiro Servicio de retiro de ......,pdf,0,No Aplica,
Glosario del catálogo de categorías de comisiones 1.1,https://www.banxico.org.mx/sistema-financiero/glosario-del-catalogo-de-categorias-de-comisiones/%7BFF6AA1B3-BD7E-0A14-13E5-D8A742F50936%7D.pdf,Glosario del catálogo de categorías de comisiones 1.1. Glosario del catálogo de categorías de comisiones 1.1 . Publicada-Uso General Depósito Servicio de recepción de recursos para ser aplicados en una cuenta. Información que ha sido publicada por el Banco de......,pdf,0,No Aplica,
InfTrim julio-septiembre 2023_R7,https://www.banxico.org.mx/publicaciones-y-prensa/informes-trimestrales/recuadros/%7BADBD8399-82F9-DB5F-39D0-E503B9176CE4%7D.pdf,"InfTrim julio-septiembre 2023_R7. Extracto del Informe trimestral, julio-septiembre 2023. Recuadro 7. Desviaciones del precio relativo de las mercancías y de los servicios respecto de su equilibrio de largo plazo. . Extracto del Informe Trimestral Julio ? Septiembre 2023, Recuadro 7, pp. 89-......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  enero 2015-junio 2016,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B00132BEC-F0D0-B7BE-6151-DEDF000BF4DC%7D.PDF,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, enero 2015-junio 2016. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, enero 2015-junio 2016. 1 Comisiones en la red de pagos con t......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  julio 2016-junio 2017,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B959B7A9F-A5EB-DBC9-EA9C-C14EA872FF9E%7D.pdf,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2016-junio 2017. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2016-junio 2017 . 1 semestre de 2017. Con el fin de ......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  julio 2017-junio 2018,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B3D4ACF5B-8E6F-40D8-705D-D73C3A8D6AF2%7D.pdf,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2017-junio 2018. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2017-junio 2018. Banco de México ......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  julio 2019-junio 2020,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B4DD8FC9E-A38B-3624-4A42-AB29BB0B275D%7D.pdf,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2019-junio 2020. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2019-junio 2020. Página 1 de 137 JONATHAN ERNEST HEAT......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  julio 2020-junio 2021,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B673FB877-292B-1DF2-2703-140F9168FDA9%7D.pdf,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2020-junio 2021. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2020-junio 2021 . Publicada-Uso General 4......1 Conteni......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  julio 2021-junio 2022,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B04FD8567-F134-BAD3-369B-70CF4F83EC1A%7D.pdf,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2021-junio 2022. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2021-junio 2022 . Publicada-Uso General GERARDO ESQU......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros  julio 2022-junio 2023,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7B2DA9A20A-DC05-2FDC-F8C0-0B840A9B0FF5%7D.pdf,"Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2022-junio 2023. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros, julio 2022-junio 2023 . Uso Público GALIA BORJA GÓMEZ 3 ......",pdf,0,No Aplica,
Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros 2014,https://www.banxico.org.mx/publicaciones-y-prensa/informes-anuales-de-cumplimiento-de-la-ley-para-la/%7BF1CF3A01-14D1-98A5-4D48-094DB66EE609%7D.pdf,Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros 2014. Informe anual de cumplimiento de la Ley para la Transparencia y Ordenamiento de los Servicios Financieros 2014. 1 3.1.2 Redes de pagos con tarjetas ......,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2016,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7B7417BEBD-96FC-B202-6752-F35A6DD52A8D%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2016. Informe anual sobre las infraestructuras de los mercados financieros 2016. Informe anual sobre las 2.2.2. Cambios regulatorios y operativos .............................................................. 21 3.3.1. Evoluci......,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2017,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7B640C6E9C-5835-E655-D0ED-0F1B7EAB2AC9%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2017. Informe anual sobre las infraestructuras de los mercados financieros 2017. Informe Anual sobre las 3.2. Sistema de Pagos Electrónicos Interbancarios (SPEI) ........................................................... 9 3.......,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2018,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7B47E2C88D-F4B1-1D34-2913-8E25F249E6F1%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2018. Informe anual sobre las infraestructuras de los mercados financieros 2018 . Informe Anual sobre las 3.1.1. Información sobre los ataques en 2018 a participantes del SPEI .................................... 8 6.2. Ava......,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2019,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7BBA5D54C6-AF6C-FF85-9C4B-C39DF70C66E0%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2019. Informe anual sobre las infraestructuras de los mercados financieros 2019. Informe Anual sobre las 3.1. Reforzamiento organizacional relacionado con los Sistemas de Pago e Infraestructuras de...los Mercados Financieros ..........,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2020,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7BD10D30F6-7791-8CDC-4D38-D7666C8A21DA%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2020. Informe anual sobre las infraestructuras de los mercados financieros 2020 . Informe Anual sobre las 4.1.1. Transferencias Interinstitucionales ..................................................................................,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2021,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7B82C5B226-4EE1-17B7-377B-9B82F1C2E388%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2021. Informe anual sobre las infraestructuras de los mercados financieros 2021. Banco de México JONATHAN ERNEST HEATH CONSTABLE ...Banco de México 4.1.4. Tarjetas .....................................................................,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2022,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7BE90A6B02-CBDC-343B-93ED-0ABD8A05B60B%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2022. Informe anual sobre las infraestructuras de los mercados financieros 2022 . Banco de México INFORME ANUAL SOBRE LAS INFRAESTRUCTURAS DE LOS MERCADOS Información que ha sido publicada por el Banco de México Intercambio......,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2023,http://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7BC0033C9D-4821-F3F2-1F71-79BB7EDAE1AA%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2023. Informe anual sobre las infraestructuras de los mercados financieros 2023 . Banco de México INFORME ANUAL SOBRE LAS INFRAESTRUCTURAS DE LOS MERCADOS FINANCIEROS Información de acceso público 3.3.2. Operación en Cám......,pdf,0,No Aplica,
Informe anual sobre las infraestructuras de los mercados financieros 2023,https://www.banxico.org.mx/publicaciones-y-prensa/informe-anual-sobre-las-infraestructuras-de-los-me/%7BC0033C9D-4821-F3F2-1F71-79BB7EDAE1AA%7D.pdf,Informe anual sobre las infraestructuras de los mercados financieros 2023. Informe anual sobre las infraestructuras de los mercados financieros 2023 . Banco de México INFORME ANUAL SOBRE LAS INFRAESTRUCTURAS DE LOS MERCADOS FINANCIEROS Información de acceso público 3.3.2. Operación en Cám......,pdf,0,No Aplica,
Informe trimestral  julio-septiembre 2023,https://www.banxico.org.mx/publicaciones-y-prensa/informes-trimestrales/%7B6942ABCA-503D-B466-A392-D4760AF16465%7D.pdf,"Informe trimestral, julio-septiembre 2023. Texto completo del informe trimetral, julio-septiembre 2023. Texto completo. Informe Trimestral Julio - Septiembre 2023. Informe Trimestral...Julio - Septiembre 2023 El texto completo, el resumen ejecutivo, la presentación ejecutiva y los recuadros corres......",pdf,0,No Aplica,
Microdatos_indice,https://www.banxico.org.mx/apps/econlab/fichas/espanol/%7B5CC64934-7919-2C79-2E35-80342DC92095%7D.pdf,"Microdatos_indice. Indice de las bases de datos del EconLab.. Banco de México Cifras estadísticas sobre importación y exportación de mercancías de empresas mexicanas por tipo...de producto, país, valor de transacción, entre otros. Encuesta la cual responden los directivos a cargo de las pol......",pdf,0,No Aplica,
Modificaciones a las Reglas conjuntas Banco de México-CNBV,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/reglas-conjuntas-redes-de-medios-de-disposicion/%7BAAB6DA4F-2686-C813-BAAF-C42DD508DF9F%7D.pdf,Modificaciones a las Reglas conjuntas Banco de México-CNBV. Modificaciones a las Reglas conjuntas Banco de México-CNBV . RESOLUCIÓN QUE MODIFICA LAS DISPOSICIONES DE CARÁCTER GENERAL APLICABLES A...LAS REDES DE MEDIOS DE DISPOSICIÓN. DE 2015......DISPOSICIONES DE CARÁCTER GENERAL...APLICABLES A L......,pdf,0,No Aplica,
